Show,Sentiment,Review
Nine Perfect Strangers,0,Nicole Kidman rarely makes a mistake in her career choices. This time she did.
The Affair,1,Tierney's performance as Helen is what really anchors this season and makes it as watchable as it is.
The Flight Attendant,1,The HBO Max comedy thriller is still sexy and fun. It’s also shockingly poignant about a harsh truth: It might actually be impossible to become a better version of yourself.
Forever,1,The writing is great and Rudolph and Armisen are as good as you'd expect.
Inventing Anna,1,Part of the perversely entertaining allure of both Delvey and the series is being able to admire her epic gall while also being glad you’re not her.
Stranger Things,1,"There were a lot of things in here that I was looking at through childlike eyes. Kids will grow up loving Stranger Things the way I grew up loving Dracula, Frankenstein, Godzilla, etc."
Y: The Last Man,0,"Yes, perhaps it was a rueful joke in the original comic books that the future of the male species depends upon the utterly uninteresting, immature Yorick, but here that twist is taken very seriously. The weight placed upon the character is just ludicrous."
Lovecraft Country,1,Lovecraft Country is ultimately a collection of smart and relevant ideas scattered across a collection of strange episodes.
Foundation,0,"Beneath the gunplay and C.G.I., there's a much weirder show struggling to get out, about statistics and space popes, decadent clone emperors and millennia-old robots."
Taboo,0,"This is the trouble with the show overall: It's just not clear, even after three episodes, what the fascinating James Keziah Delaney wants."
Intimacy,1,Intimacy serves the subject matter well. It represents the cruel nature of cybercrime and how it can upend a person’s life.
Arrested Development,1,"The new season is a success, but this is a banana stand that needs some new flavors fast."
The Mosquito Coast,0,"Remembering Peter Weir's 1986 film, a descent-into-madness tragedy set entirely on the titular coast of Honduras, could be more of a hindrance to enjoying this new take."
Sharp Objects,1,"Sharp Objects, though pulpy, also asks for your patience and your interrogation. Watch with your bullshit detector on high alert, but feel free to get lost in its dreamy haze."
Minx,1,"The comedy comes mostly from the conflict between her buttoned-up, humorless feminist outlook and the compromises she has to make to get her magazine out there. It gets really funny."
Godless,1,"Brutal, unforgiving, and warmly nostalgic; Netflix's grand Western is one of 2017's most satisfying shows."
Castle Rock,1,"It's a dark ending, to be sure, but the right one."
The Mist,1,"The original movie surprised viewers with low expectations, and the TV version just might do the same."
Visible: Out on Television,1,"While we remember many of these big moments, what White has done is to meticulously connect the dots -- drawing in lines that history has a way of rendering, well, invisible."
Loot,0,"Not every show about the ultra-wealthy needs to be as biting as Succession, but Loot too often comes off as entirely toothless."
Game of Thrones,0,"SHOCKING things happened just because they had shock value. They bore no connection to anything else that had happened before them. There was hardly any organic, believable storytelling leading up to those moments. Thus, they felt shallow."
Fargo,1,"With a strong point of view, impeccable scenery and sharp acting (as usual), it's easy to forgive a rather slow start."
Dan Brown's The Lost Symbol,1,It certainly seems like it'll have a lot of action and adventure and not burden the audience with a ton of backstory. We just hope the show doesn't get repetitive.
Bates Motel,1,"In its final season, Bates Motel proved over and over again that it is one of the few series on television that can simultaneously subvert predictions, exceed expectations and make every shocking twist feel completely earned."
Unsolved Mysteries,1,"With every episode opening with its classic eerie theme song intact, ""Unsolved Mysteries"" still has the ability to be endlessly fascinating."
Snowflake Mountain,0,"Despite what the title may suggest, there’s nothing all that incendiary or political about Snowflake Mountain. And unlike a snowflake, there’s nothing unique about it either."
The Tourist,1,"Even with its occasional excesses, The Tourist is a mostly taut, pretension-lite mystery with a vivid setting, a few surprises and a great trio of lead performances from Jamie Dornan, Danielle Macdonald and Shalom Brune-Franklin."
The Staircase,1,There's a lot to like about this series.
A Very English Scandal,1,"If it's difficult to see Thorpe as a victim from the first two episodes, it's a scene in A Very English Scandal's closing episode that renders Davies' point crystal clear."
Fraggle Rock: Back to the Rock,1,"Good music, lots of fun, and lot of the original voice cast is back. I enjoyed it."
Scenes From a Marriage,1,"... a provocative piece that beckons to our voyeuristic nature. It's a sensual, even a little naughty, exercise to allow a viewer to eavesdrop on such an intimate performance."
Sharp Objects,1,Sharp Objects is one of the most beautifully constructed shows on TV.
WandaVision,1,"It feels simultaneously wildly experimental and weighed down by its high concept. But one thing is certain after viewing three episodes made available for review: More are needed to figure out what ""WandaVision"" actually is."
The Capture,1,"This is the rare thriller that is not just smart and gripping, but also deeply engaged with our bizarre, often terrifying present. And it's easily the best original show you'll find on Peacock."
True Detective,1,It's already a feat to say this might be Mahershala Ali's best acting craft. But what amazes me is how perfectly it swerves around three different timelines. Impressive storytelling. Full review in Spanish
